Original,Inflection,rbl_ara_folding,is_same
شوى,أشو,شوى,True
شوى,إشوي,,False
شوى,إشوا,,False
شوى,إشوين,,False
أتى,أتى,اتى,False
أتى,آتي,اتى,False
أتى,تأتي,اتى,False
أتى,تأتي,اتى,False
أتى,تأتين,اتى,False
أتى,تأتون,اتى,False
أتى,تأتوا,تاتى,False
أتى,تأتين,اتى,False
أتى,يأتي,اتى,False
أتى,تأتي,اتى,False
أتى,يأيتان,,False
أتى,يأتيا,اتى,False
أتى,تأتيان,اتى,False
أتى,تأتيا,تاتى,False
أتى,يأتون,اتى,False
أتى,يأتوا,اتى,False
أتى,يأتين,اتى,False
أتى,نأتي,اتى,False
أتى,أتيت,اتى,False
أتى,أتيت,اتى,False
أتى,أتيت,اتى,False
أتى,أتيتم,اتى,False
أتى,أتيتن,اتى,False
أتى,أتى,اتى,False
أتى,أتت,اتى,False
أتى,أتيا,اتى,False
أتى,أتتا,اتى,False
أتى,أتوا,اتى,False
أتى,أتين,اتى,False
أتى,أتينا,اتى,False
أتى,إيت,,False
أتى,إيتي,,False
أتى,إتوا,,False
أتى,إتين,,False
